protein,G10_2,G10_3,G11_2,G11_3,G12_2,G12_3,G13_2,G13_3,G16_2,G16_3,G17_2,G17_3,G18_2,G18_3,G19_2,G19_3,G20,G20_2,G21,G21_2,G22,G22_2,G23,G23_2,G26,G26_2,G27,G27_2,G28,G28_2,G29,G29_2,G32,G32_2,G33,G33_2,G34,G34_2,G35,G35_2,G4_2,G4_3,G5_2,G5_3,G6_2,G6_3,G7_2,G7_3,SumNSAFpH7.1,SumNSAFpH7.5,clusterpH7.1,clusterpH7.5,uniprotID
TRINITY_DN62242_c2_g1::TRINITY_DN62242_c2_g1_i1::g.645::m.645,32.598,18.5503,28.0629,25.1489,21.7313,26.0915,22.3428,27.1969,21.3505,24.4664,10.414,24.5128,27.4766,28.0936,10.3083,24.7549,13.9692,17.6488,29.0469,10.8807,4.0523,12.2219,21.2624,10.7395,17.6073,28.3263,10.8833,18.367,22.8992,38.0384,17.531,20.884,3.8532,3.7839,3.8157,7.5622,11.6383,15.2284,3.7201,7.7259,28.751,25.2238,18.3218,25.3463,22.144,22.9423,34.4726,39.2653,471.4991,419.4443,2,11,A0A0L8H6B1
TRINITY_DN62244_c0_g1::TRINITY_DN62244_c0_g1_i1::g.690::m.690,25.1683,25.7801,18.2814,24.9647,18.8756,19.4253,32.3446,26.9977,43.2713,42.5026,24.1214,30.4165,35.7989,36.6027,47.7529,30.717,48.5341,49.0545,31.5372,31.503,28.1581,35.3861,24.6244,37.313,48.9393,36.9059,31.5105,44.6694,33.15,26.4318,36.5454,24.1861,26.7745,19.7202,46.3998,45.9789,33.6964,39.6817,12.9249,20.1319,24.9729,18.7792,25.4626,44.031,25.6454,13.285,29.9426,18.603,663.5961,777.7421,2,11,A0A1L8GYC6
TRINITY_DN62250_c0_g1::TRINITY_DN62250_c0_g1_i1::g.639::m.639,0,0,0,0,2.7964,0,0,0,2.7474,0,2.6802,2.7037,0,0,0,0,0,2.7253,2.8033,0,0,0,0,2.7639,0,0,0,0,0,0,0,0,2.9749,0,0,0,0,0,2.8722,0,0,0,2.8292,0,0,0,0,0,8.4325,16.6607,38,8,A0A2C9JYH9
TRINITY_DN62253_c3_g1::TRINITY_DN62253_c3_g1_i1::g.851::m.851,0,5.301,1.6707,1.7111,0,1.7752,1.7736,1.8505,1.6948,0,0,0,0,1.6725,0,0,1.6633,0,1.7293,0,0,0,3.3756,0,0,0,0,0,3.6354,1.8117,0,0,0,0,0,0,0,0,1.7718,0,0,3.4324,0,1.7245,3.5155,3.6423,0,1.7001,23.1486,17.1978,8,26,A0A1S3HKF4
TRINITY_DN62253_c3_g2::TRINITY_DN62253_c3_g2_i1::g.852::m.852,13.1753,13.4956,25.5203,19.6031,6.5875,6.7793,13.5457,7.0665,12.9441,12.7141,6.3136,25.4764,12.4936,12.7741,12.4991,12.864,0,19.2597,6.6038,6.5966,0,7.4097,6.4453,6.511,0,0,0,20.0434,13.8829,13.8368,6.3771,6.3306,7.0081,6.8822,0,0,14.1118,6.9243,6.7661,7.0259,13.073,19.6615,19.9941,13.1713,6.7126,20.8637,12.5397,6.4923,220.3943,254.9324,2,11,R7U059
TRINITY_DN62253_c4_g1::TRINITY_DN62253_c4_g1_i5::g.859::m.859,21.882,12.8079,15.1374,12.4028,23.4442,17.6931,19.2832,16.7661,19.9623,25.6408,23.9677,22.6671,22.2318,27.2771,22.2416,19.8389,21.0984,24.371,21.9355,23.4767,22.7328,14.0643,18.3506,18.5376,21.2745,25.9751,15.6549,17.4369,23.0572,19.6976,15.1303,9.012,13.302,13.063,16.4658,11.4215,11.7186,16.4287,12.8426,13.3358,20.1612,26.4345,18.9753,20.3128,25.4821,26.4007,29.7518,32.3479,459.316,443.8916,2,11,A0A210PSZ8
TRINITY_DN62255_c0_g1::TRINITY_DN62255_c0_g1_i2::g.898::m.898,0,0,0,0,0,1.2318,0,0,0,0,0,0,1.1351,0,0,1.1687,0,1.1665,0,0,0,1.3464,0,0,0,0,1.1989,0,0,1.2571,0,0,0,0,0,0,1.2821,1.2582,0,0,0,0,0,1.1967,0,0,0,0,8.6794,3.5621,38,40,K1PP71
TRINITY_DN62257_c0_g1::TRINITY_DN62257_c0_g1_i1::g.779::m.779,3.9699,1.0166,0.9612,2.9534,2.9773,3.064,5.1019,1.0646,2.9252,1.9155,0.9512,2.8787,2.8234,4.8113,1.8831,5.8142,3.8278,4.836,0.9949,0.9938,6.6623,3.349,0.971,0,0,0,1.9881,3.0197,0,1.0423,0,4.7688,5.2791,4.1474,6.2733,4.1443,1.063,2.0864,2.0387,2.117,2.9543,4.9369,2.0082,3.9687,3.0339,3.1433,2.8338,2.9343,62.6126,65.9493,1,1,A0A210PP95
TRINITY_DN62258_c0_g1::TRINITY_DN62258_c0_g1_i1::g.735::m.735,0.8648,0,0,0,0,0,0,0.9277,2.5489,0.8345,0.8288,0.8361,0.8201,1.677,0.8204,0.8444,0.8338,0,0,1.732,0,0,0.8461,0.8547,0.8408,0.8454,0,0.8771,0,0,0,0.8311,0,0,0,0,0,0,0.8882,0,0.8581,0.8604,1.7499,0,0,0,1.6462,0,9.3098,14.5106,23,8,A0A210PY34
TRINITY_DN62261_c1_g1::TRINITY_DN62261_c1_g1_i1::g.813::m.813,2.3023,3.9305,1.4865,2.2837,3.8371,1.5795,3.1561,1.6465,2.2619,3.7029,2.9421,3.7099,5.0941,3.7204,3.6403,5.2452,5.1798,4.4874,3.0773,3.0739,3.4345,1.7264,3.0034,6.0681,5.9691,4.5014,6.918,3.8917,4.0433,4.8358,5.9433,4.425,3.2657,1.6035,0.8085,1.6023,1.644,3.2267,2.3647,4.911,2.2845,1.527,0.7764,0.7672,0.782,0.8102,3.6521,1.5127,77.299,69.2762,1,1,A0A210QWG7
TRINITY_DN62265_c1_g3::TRINITY_DN62265_c1_g3_i1::g.693::m.693,1.5507,3.1767,9.0107,4.6143,3.1012,6.383,3.1885,6.6535,4.5703,4.4891,2.9723,1.4992,2.9408,3.0069,4.4132,3.028,2.9903,4.5335,9.3267,3.1055,5.2046,3.4883,6.0686,6.1304,4.5228,7.5794,3.1062,6.2906,6.5357,3.257,0,2.9803,3.2992,4.8599,3.2671,3.2375,6.6435,3.2598,1.5926,1.6538,3.0772,1.5427,3.1376,3.1004,1.58,4.911,5.9034,4.5846,90.4401,89.5332,1,1,A0A210QE80
TRINITY_DN62268_c2_g2::TRINITY_DN62268_c2_g2_i1::g.772::m.772,51.9257,46.325,55.156,59.8129,48.5741,49.9886,68.8841,53.9032,62.5335,58.1898,56.1871,51.8223,46.062,51.9683,54.0276,55.605,62.9867,68.5591,58.7691,63.7371,73.0862,54.6372,57.3588,54.6323,47.2272,50.7613,57.0415,49.2648,33.5347,45.7369,47.0226,32.1932,62.3673,57.7471,65.29,73.4407,62.7927,51.058,53.3319,50.0206,59.8326,58.3246,62.7006,53.5843,56.3236,54.8175,74.9279,64.3803,1237.5085,1334.8172,2,21,K1QHI2
TRINITY_DN62270_c0_g1::TRINITY_DN62270_c0_g1_i3::g.651::m.651,7.0363,3.6037,0,2.3265,3.518,2.4137,3.617,5.0318,4.6085,4.5266,4.4957,4.5352,5.5602,5.685,3.3376,5.725,3.3922,3.4285,3.5267,2.3486,3.9361,5.2762,2.2947,2.3181,4.5606,4.5857,3.5238,2.3787,1.2357,3.6948,3.4057,3.3809,6.2378,2.4503,3.7063,4.8969,3.7682,3.6979,6.0224,5.0029,4.6544,3.5001,3.5593,4.6894,3.5848,3.7141,3.3484,3.4672,90.7417,89.0451,1,1,A0A210QRC3
TRINITY_DN62271_c0_g2::TRINITY_DN62271_c0_g2_i1::g.691::m.691,20.1691,34.4323,19.5335,20.0059,20.1685,27.6744,20.736,21.6351,26.42,25.9507,25.7735,19.4999,31.8757,32.5914,31.8898,32.8209,19.4469,19.6554,26.9579,20.1964,30.0868,30.2479,19.7332,26.5791,19.6092,32.8614,26.935,27.2737,28.3364,35.3027,32.5404,25.8427,28.6084,35.1181,35.4127,35.0915,21.6027,21.1998,20.7153,21.5108,20.0125,20.0655,27.2066,13.442,20.5515,28.3898,19.1961,26.5029,607.9967,572.7202,2,11,A0A210QVP2
TRINITY_DN62275_c6_g1::TRINITY_DN62275_c6_g1_i2::g.643::m.643,8.9504,12.224,17.3367,2.9593,11.9335,9.2108,9.202,9.601,5.8622,17.2742,11.4375,14.4224,14.1454,8.6778,11.3214,17.4779,8.6299,11.6299,8.9723,5.975,6.6758,10.0673,8.757,8.8462,2.9007,5.8331,5.9765,6.0516,3.1437,6.2665,14.4404,11.4682,9.5216,12.4675,9.429,15.5725,3.1955,9.4078,9.1928,15.9097,11.8412,14.8407,9.0551,11.9302,6.0801,12.5985,0,5.8806,214.7429,232.1212,2,1,V3ZUI0
TRINITY_DN62276_c1_g1::TRINITY_DN62276_c1_g1_i1::g.712::m.712,32.7188,26.8113,31.6877,25.9633,26.1742,33.6705,33.6384,35.097,25.7155,31.5734,25.0862,25.3065,12.4103,12.6889,12.4158,19.1674,6.3094,19.1313,6.5597,13.1052,14.6422,0,32.0117,25.8703,19.0863,19.191,13.1084,19.9098,20.6856,13.7445,6.3345,18.8652,27.8455,27.3453,20.681,27.3246,21.0266,27.5126,6.721,20.9372,32.4647,13.0203,19.8608,26.167,20.0034,13.8164,37.3683,38.6942,471.4845,529.4133,2,11,K1Q4C3
TRINITY_DN62280_c5_g1::TRINITY_DN62280_c5_g1_i2::g.762::m.762,19.4755,15.9591,15.0894,15.4543,15.5799,24.0503,24.0274,25.0693,22.9603,18.7937,26.1315,22.5951,18.4677,18.8823,25.8662,19.0153,18.7781,22.7753,11.7138,23.4022,21.789,21.9057,26.6764,23.0985,22.7218,15.231,23.4078,27.6525,12.3128,24.5438,18.8528,14.9724,37.2931,28.4847,12.3101,16.2647,16.6878,16.3766,16.0023,24.9252,19.3242,19.3754,27.5845,23.3634,23.8136,12.336,11.1215,23.0323,452.7287,494.4277,2,11,A0A210QIK3
TRINITY_DN62284_c0_g1::TRINITY_DN62284_c0_g1_i2::g.719::m.719,34.9823,33.7249,23.9152,28.5759,34.9812,33.8822,38.0812,41.9398,36.3899,43.6864,29.5828,53.7167,35.1234,33.9169,37.0911,34.1557,35.7138,40.1075,24.7538,32.9692,29.9291,32.4039,30.1997,36.6089,32.0106,34.1979,32.977,29.2177,28.1879,25.9331,25.8959,25.7073,32.8367,25.7974,30.3495,30.0743,35.2647,34.6071,27.4756,26.3361,38.7943,45.0387,43.7188,37.0288,35.6455,34.7582,41.1287,42.588,771.6415,805.4063,2,11,V4AZG4
TRINITY_DN62286_c0_g1::TRINITY_DN62286_c0_g1_i1::g.867::m.867,23.7749,13.9159,9.8681,13.4757,23.7741,13.9808,20.9512,14.5731,23.3575,19.6651,9.7654,9.8512,12.8826,26.3438,22.5546,23.2131,16.374,13.2396,13.6189,20.4061,18.9994,19.1012,19.9381,16.7844,19.8128,16.6013,17.0091,17.223,14.3153,21.4015,16.4391,9.7916,10.8395,14.1931,14.3121,10.6367,18.1891,14.2799,13.9536,10.8671,30.3304,13.5159,17.1807,10.1861,24.2256,21.5134,12.9302,20.0835,411.1482,365.5342,2,11,A0A210QQ69
TRINITY_DN62287_c0_g1::TRINITY_DN62287_c0_g1_i2::g.710::m.710,10.0245,7.7011,6.4724,5.8003,5.8474,6.8774,10.3062,5.3766,9.8485,8.0613,8.0062,10.4995,7.9214,7.2894,11.0949,11.4189,8.8601,9.7692,8.3741,6.692,11.2153,11.2754,12.2598,9.9078,10.5584,7.3498,7.5303,9.3195,7.0419,7.0185,14.556,12.0416,9.7755,10.4727,11.4406,9.5927,8.0527,6.1464,12.0119,12.4732,6.6311,4.9865,11.832,5.8458,6.8097,4.4095,4.7704,3.2931,197.1556,197.07,2,1,V3ZR68
TRINITY_DN62290_c0_g1::TRINITY_DN62290_c0_g1_i1::g.790::m.790,48.5922,29.8641,37.6487,38.5593,29.1544,30.0034,29.9748,52.1242,28.6435,56.2694,46.5709,28.188,36.8622,28.2674,9.2196,28.4664,37.4818,37.8837,29.2266,19.4632,21.7459,43.7247,28.5252,19.2106,47.2433,19.001,38.9357,39.4253,30.7212,51.0317,37.6309,37.3568,20.6773,20.3059,20.4763,30.4358,31.2276,51.0755,29.9449,72.5547,57.8579,58.0111,29.4963,58.2928,29.7081,41.0387,27.7488,47.8889,816.6814,849.3235,2,11,NA
TRINITY_DN62290_c0_g2::TRINITY_DN62290_c0_g2_i1::g.791::m.791,19.8296,20.3116,14.4035,19.6691,17.3503,15.3048,17.8385,23.9297,17.0463,19.1354,23.7559,21.5681,16.453,24.032,21.1632,24.2012,28.6793,41.0646,24.8475,22.3385,8.3194,16.728,14.5508,19.5987,21.689,12.1156,17.3785,15.0832,5.2236,5.2063,11.9972,21.4377,7.9107,20.7161,18.2787,15.5253,10.6195,13.0268,7.6375,5.2872,17.2161,14.7958,17.5538,19.8235,20.2055,15.7004,21.232,19.5425,362.035,445.8882,2,11,K1PYM8
TRINITY_DN62294_c1_g1::TRINITY_DN62294_c1_g1_i1::g.745::m.745,7.8525,0,0,0,0,8.0809,8.0732,8.4233,0,0,7.5259,7.592,7.4462,7.6134,7.4495,7.667,0,7.6525,0,7.8631,8.7853,0,15.3656,15.5222,7.6345,7.6764,7.865,7.9639,16.5485,0,0,0,0,0,0,8.1974,8.4106,0,8.0652,8.3749,0,0,7.9443,0,16.0027,16.5796,7.4737,0,160.5162,85.7675,2,1,A0A2P0M981
TRINITY_DN62295_c3_g1::TRINITY_DN62295_c3_g1_i1::g.634::m.634,6.6173,9.0375,12.8175,8.7517,11.0285,11.3496,15.8743,14.1965,10.8352,12.7712,8.456,8.5303,8.3665,10.6929,12.5553,15.0755,10.6339,15.0471,11.0558,13.2525,12.339,7.443,8.6324,13.0805,15.0117,12.9378,8.8371,13.4223,13.9453,11.5825,10.6762,8.4787,11.7327,18.435,11.6186,11.5132,4.7251,6.9554,4.531,9.41,15.3204,8.7777,15.6209,6.6153,15.733,11.643,14.6954,13.043,257.4202,266.5929,2,1,A0A210Q6K3
TRINITY_DN62296_c0_g1::TRINITY_DN62296_c0_g1_i3::g.737::m.737,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309,1.2809,0,0,0,0,0,0,0,0,0,0,1.3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3397,0,0,1.3497,0,0,0,2.6612,5.2511,4.0093,22,41,A0A210PSL9
TRINITY_DN62296_c1_g1::TRINITY_DN62296_c1_g1_i1::g.739::m.739,6.3738,3.2644,3.0865,6.3222,6.3736,3.2796,3.2765,3.4185,3.1309,6.1507,3.0543,3.0812,3.022,6.1797,0,6.2232,9.2183,6.2114,12.7787,9.5736,7.131,10.7537,3.118,6.2996,3.0984,6.2309,3.192,3.2321,6.7161,10.0406,9.255,9.1876,3.3903,6.6588,3.3573,6.6537,6.8268,13.399,3.2732,3.3989,3.1621,6.341,6.4483,3.1859,0,3.3644,3.0331,3.1408,127.5929,114.4181,1,1,A0A210Q0K0
TRINITY_DN62301_c0_g1::TRINITY_DN62301_c0_g1_i1::g.874::m.874,32.2176,35.2008,31.2023,34.0874,27.9211,22.1031,37.5396,36.8633,27.4318,22.7991,22.6435,16.6126,20.367,24.9891,20.376,18.8738,22.7802,25.1176,34.4494,32.2613,21.6269,21.7427,27.3185,25.4741,27.1468,16.7974,19.3614,23.9615,27.1583,22.5567,22.8709,18.5762,25.1341,33.658,24.8897,20.1796,20.7045,18.0608,24.2661,22.9072,23.4428,32.0521,39.1133,23.619,28.4513,29.4769,26.5748,23.2843,562.7647,611.7099,2,11,A0A023PJH7
TRINITY_DN62302_c4_g1::TRINITY_DN62302_c4_g1_i1::g.783::m.783,0,0,0,0,0,0,2.4376,0,2.3293,0,0,0,0,2.2987,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4046,0,0,0,0,0,2.4769,0,0,0,0,0,2.5286,0,0,0,0,0,0,0,0,7.2649,7.2108,38,32,A0A210QU78
TRINITY_DN62303_c4_g4::TRINITY_DN62303_c4_g4_i1::g.726::m.726,25.9159,19.9094,34.5113,19.2796,22.6757,23.336,29.9748,38.2244,47.7392,53.1433,52.7804,37.584,82.9399,56.5348,52.2446,60.0958,71.8401,66.2965,32.474,16.2194,50.7404,69.2307,44.3726,35.2195,69.2902,44.3358,51.9143,39.4253,51.2019,51.0317,62.7182,56.0352,58.5858,54.1491,58.0161,74.3987,34.6973,37.4553,49.9081,65.6447,22.5003,25.7827,22.9416,22.6694,13.2036,17.0995,18.4992,19.1556,997.8669,989.2284,2,11,S4USY8
TRINITY_DN62305_c6_g1::TRINITY_DN62305_c6_g1_i2::g.789::m.789,0,0,0,0,0,1.7121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8713,0,1.6443,0,0,0,3.3745,0,1.7472,1.6105,0,1.7698,1.738,1.7526,1.7367,0,0,1.7087,0,0,0,0,0,0,0,1.5834,3.2792,15.1567,10.3716,8,23,A0A210PQD4
TRINITY_DN62307_c1_g1::TRINITY_DN62307_c1_g1_i1::g.26119::m.26119,1.1869,0,1.1495,0,1.1869,0,1.2203,1.2732,1.1661,0,0,0,1.1255,1.1507,3.3779,1.1589,1.1444,0,1.1898,1.1885,0,0,1.1612,0,0,0,1.1888,0,0,0,2.2979,0,1.2626,0,1.2504,1.239,1.2713,1.2476,1.219,0,1.1777,0,2.4016,0,1.2094,2.506,0,1.1697,21.4143,14.3555,8,22,K1RGV2
TRINITY_DN62308_c0_g1::TRINITY_DN62308_c0_g1_i1::g.26064::m.26064,2.9699,4.5632,2.8763,2.9459,2.9698,3.8204,4.5801,2.3894,0.7294,1.433,4.9812,1.4357,2.8162,1.4397,3.5219,2.1748,1.4318,0.7236,2.2329,1.487,3.3227,3.3405,1.4529,1.4677,0.7219,1.4517,1.4873,4.5181,3.1294,1.5595,4.3125,1.427,2.3696,3.1027,2.3466,3.1004,2.3858,3.1217,3.0504,3.1675,2.9469,2.9547,1.5023,3.7113,4.5394,2.3515,0.7067,2.1952,63.7898,55.7905,1,6,A0A210QV43
TRINITY_DN62311_c1_g1::TRINITY_DN62311_c1_g1_i1::g.26111::m.26111,0,0,0,0,0,0,3.0259,0,0,0,2.8208,0,0,0,1.3961,1.4368,0,0,0,0,3.2929,3.3105,0,0,0,0,1.474,0,3.1013,0,1.4246,0,0,0,0,0,0,1.5468,1.5115,0,0,0,0,0,1.4995,0,0,0,21.5459,4.2948,8,32,K1PPJ5
TRINITY_DN62312_c5_g1::TRINITY_DN62312_c5_g1_i1::g.26110::m.26110,1.6722,3.4256,3.2389,1.6586,3.3442,3.4416,3.4383,1.7937,3.2856,3.2273,4.8078,3.2334,1.5856,3.2425,6.3454,4.898,4.8369,3.2592,5.0288,5.0233,3.7416,5.6425,6.5441,8.2635,6.503,3.2693,3.3497,8.4795,5.2859,3.5122,3.2374,1.6069,5.3367,3.4939,5.2848,3.4912,5.3731,1.7576,6.8698,10.7004,1.6592,3.3272,1.6917,3.3433,5.1116,7.0612,3.183,1.648,101.084,86.8983,1,1,A0A210PMQ7
TRINITY_DN62315_c0_g1::TRINITY_DN62315_c0_g1_i2::g.26020::m.26020,8.3715,4.2875,2.0269,4.1519,8.3713,6.4613,2.1517,4.49,6.1684,4.0392,8.0233,6.0703,3.9692,4.0583,3.9709,2.0434,4.0359,6.1187,2.098,6.2872,2.3415,2.354,2.0477,2.0685,4.0696,4.0919,2.0962,2.1226,4.4106,2.198,2.026,4.0224,2.2265,4.3729,0,2.1848,4.4833,4.3997,4.2991,2.2321,8.3065,8.3285,4.2347,4.1845,10.6628,8.8378,3.9838,6.1878,100.0235,105.7995,1,1,A0A210PYL9
TRINITY_DN62318_c0_g1::TRINITY_DN62318_c0_g1_i1::g.25992::m.25992,16.0536,16.4438,15.5477,9.0993,11.4665,16.5206,7.0735,14.7604,6.7593,8.8523,8.7919,6.6518,17.3976,11.1176,8.7026,13.4351,4.4225,4.4699,9.1959,6.8894,7.6974,5.1591,8.9752,11.3334,4.4594,4.4839,4.594,6.9777,14.4992,7.2255,6.6601,8.8155,7.3192,9.5836,4.832,7.1823,2.4564,7.2317,4.711,7.3378,6.8267,13.6895,9.2808,9.1707,11.6842,14.5266,6.5482,9.0407,225.4007,192.3813,2,1,A0A210R6F9
TRINITY_DN62319_c1_g2::TRINITY_DN62319_c1_g2_i3::g.26114::m.26114,13.3158,7.794,1.8423,1.8869,3.8044,3.9152,5.8672,6.1216,7.4754,7.3426,10.9388,11.0348,7.2153,9.2216,12.6323,14.8584,9.1707,16.6842,5.7207,3.8097,12.7694,12.8378,7.4446,11.2807,11.0967,13.0172,9.5264,9.6462,4.0088,0,12.8901,9.1401,10.1183,11.9238,18.0358,15.8864,12.2248,13.9963,11.7226,12.1728,7.5499,9.4624,7.698,3.8033,5.8149,6.0246,0,0,188.5189,219.0596,1,1,A0A210QGU7
TRINITY_DN62320_c0_g1::TRINITY_DN62320_c0_g1_i1::g.26016::m.26016,64.9325,55.4258,46.1166,48.3054,45.4513,49.0022,50.0682,47.5957,51.0341,53.2605,66.3803,62.7781,69.7821,67.152,60.573,62.3416,61.564,63.2787,46.6487,47.6817,62.9599,62.0799,56.1175,56.6894,48.3997,51.8391,58.5323,54.8781,36.4906,39.7788,68.0946,68.6385,71.379,64.4438,58.144,67.7843,55.6381,56.8756,55.5758,62.3269,53.6903,57.0624,62.4073,55.1757,51.8281,55.9815,43.2599,45.8614,1274.0451,1324.4937,2,21,A0A1S3IS83
TRINITY_DN62325_c6_g1::TRINITY_DN62325_c6_g1_i1::g.26139::m.26139,0,0,0,0,0,0,0,0,0,0,1.916,0,0,0,1.8965,0,0,0,0,0,0,4.4971,0,0,0,0,0,0,2.1065,0,0,0,0,0,0,0,0,0,0,0,1.9836,0,0,0,0,0,1.9027,1.9702,12.373,3.8996,30,36,K1PK68
TRINITY_DN62327_c0_g1::TRINITY_DN62327_c0_g1_i1::g.26107::m.26107,10.5686,10.8256,10.2356,11.7935,13.2104,12.2356,12.2239,9.9197,7.7873,7.649,12.6613,11.4952,12.5272,10.2468,13.786,19.348,10.1902,15.4492,9.2702,10.583,14.7802,14.8593,12.9253,11.7513,10.2753,10.3317,9.2623,6.6991,9.7442,9.7118,11.5096,12.6953,9.8377,13.8015,12.5255,13.791,8.4899,11.1087,10.8549,14.0896,11.7974,9.2001,9.3557,11.8861,10.769,11.1572,8.8014,10.4157,274.2357,248.0019,2,1,A0A0L8GTZ9
TRINITY_DN62327_c0_g2::TRINITY_DN62327_c0_g2_i1::g.26108::m.26108,3.8543,2.632,0,0,1.2847,1.3221,1.3209,2.7563,0,1.2398,3.694,2.4843,1.2183,1.2456,6.0941,2.5088,2.4775,2.5041,1.2879,1.2865,2.8748,5.7804,2.514,3.8094,2.4982,1.256,2.5736,2.606,0,0,6.2185,2.4693,2.7335,2.6844,4.0604,2.6824,2.7522,1.3504,6.5978,5.4809,3.8244,1.2782,2.5996,2.5687,1.3091,2.7126,1.2228,1.2662,61.5952,51.5379,1,1,K1PH13
TRINITY_DN62330_c0_g2::TRINITY_DN62330_c0_g2_i3::g.26034::m.26034,0,1.6537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5956,0,0,0,0,0,0,0,0,1.7174,0,0,0,0,0,0,0,0,0,0,0,1.645,0,0,0,3.2406,3.3711,37,45,K1QLA6
TRINITY_DN62331_c0_g2::TRINITY_DN62331_c0_g2_i1::g.26096::m.26096,40.8985,48.8748,39.6096,40.5676,47.7134,38.5807,42.048,40.2153,46.8772,32.8889,29.3979,32.9512,35.5503,46.2617,38.7993,43.2597,55.8648,43.1782,47.8315,51.1923,61.0093,61.336,40.0146,40.4224,36.4495,43.3131,44.3772,38.0222,46.6862,42.9517,42.8901,29.4769,39.8829,39.1664,43.0855,46.2526,62.0576,57.318,45.5065,32.7144,40.5809,44.0791,48.2729,37.4788,48.6194,39.5782,58.388,43.6653,1045.0484,963.2621,2,11,A0A210Q009
TRINITY_DN62332_c3_g1::TRINITY_DN62332_c3_g1_i12::g.26062::m.26062,89.233,84.3712,113.012,81.7025,75.5025,91.8285,70.5701,80.993,87.6665,86.1092,59.207,92.9086,84.6155,73.2053,71.6294,73.7207,86.0378,80.271,75.6894,96.2273,61.4359,77.2061,80.5888,81.4101,46.7147,67.1016,75.6251,83.5376,50.6291,64.878,73.0908,72.5584,80.3235,71.7097,57.8491,78.821,73.5195,86.5783,84.5995,73.207,81.7294,88.7746,76.3879,116.6536,83.9305,101.4489,130.6585,121.765,1858.9806,1881.9739,2,21,K1QE20
TRINITY_DN62335_c0_g2::TRINITY_DN62335_c0_g2_i2::g.25955::m.25955,3.1663,0,0,3.1407,0,0,0,0,0,3.0555,0,3.0613,0,0,0,0,0,0,3.1741,0,0,0,0,0,0,0,0,0,0,0,0,3.0428,0,0,3.3357,0,0,0,3.2521,3.377,0,0,3.2034,0,3.2264,3.3427,3.0136,0,19.2546,18.9629,14,6,A0A210QUB5
TRINITY_DN62336_c0_g1::TRINITY_DN62336_c0_g1_i5::g.26028::m.26028,4.4549,3.0421,2.8763,1.473,2.9698,3.0563,6.1068,3.1858,4.3767,2.866,4.2696,5.7428,8.4487,2.8795,5.635,5.7995,10.0226,7.2357,2.9772,5.9479,3.3227,3.3405,5.8115,4.403,8.6625,8.71,5.9493,4.5181,3.1294,4.6785,5.75,4.2811,3.1595,4.6541,7.8219,7.7509,1.5905,3.1217,7.6259,4.7513,2.9469,4.432,4.507,5.938,4.5394,4.703,4.24,4.3904,101.9488,121.3578,1,1,A0A210QW69
TRINITY_DN62337_c0_g3::TRINITY_DN62337_c0_g3_i5::g.26084::m.26084,0,1.5119,0,0,0,0,0,0,0,0,0,0,1.3997,0,0,0,0,0,0,0,0,0,0,0,1.4351,1.4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4933,0,0,0,0,0,1.3997,5.8832,3,41,A0A210PL83
TRINITY_DN62339_c0_g3::TRINITY_DN62339_c0_g3_i1::g.26112::m.26112,16.8653,13.8203,11.7604,13.3831,15.5156,16.6617,15.9522,18.8149,21.2087,19.5299,21.9828,21.5236,19.8308,23.5465,19.8396,23.0536,22.1156,19.723,27.7268,21.6169,19.6236,22.7639,22.4412,21.3363,24.2678,27.0389,25.0005,22.5781,22.0362,22.6714,24.8157,20.7452,25.836,23.2576,26.2955,26.7612,20.9543,25.5272,31.1797,29.4992,12.0488,16.1076,17.7451,16.1858,14.4355,14.2437,14.1255,16.6212,473.7935,466.6525,2,11,D5FT52
TRINITY_DN62341_c0_g1::TRINITY_DN62341_c0_g1_i3::g.25965::m.25965,3.0295,0,2.934,3.005,0,0,0,0,0,2.9235,0,0,2.8727,2.9373,0,5.9159,0,0,0,3.0336,0,3.4076,0,5.9885,2.9454,0,0,0,3.1922,0,0,2.9113,0,0,3.1915,0,3.2448,6.3687,0,0,0,0,3.0649,3.0286,3.0869,3.1982,0,2.9857,46.1098,27.156,8,6,J7FIC1
TRINITY_DN62341_c1_g2::TRINITY_DN62341_c1_g2_i1::g.25966::m.25966,0,0,0,0,0,0,0,0,0,2.7535,0,0,0,0,0,0,5.5024,5.5614,2.8604,0,0,0,0,0,0,0,2.8579,2.8939,0,0,0,0,0,2.981,3.006,2.9787,0,0,2.9307,3.0432,2.8312,2.8387,0,0,0,0,0,2.8121,8.786,34.2047,14,6,V4A8E4
